audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\push_now\pits_exit_clear,5.wav,uscita box's clear,uscita box's clear,pit exit's clear
\voice\push_now\pits_exit_clear,6.wav,l'uscita box e' libera,l'uscita box e' libera,the pit exit's clear
\voice\push_now\pits_exit_clear,7.wav,all clear on uscita box,all clear on uscita box,all clear on pit exit
\voice\push_now\pits_exit_clear,8.wav,l'uscita box sembra libera,l'uscita box sembra libera,the pit exit looks clear
\voice\push_now\pits_exit_clear,9.wav,sembra che tu sia libero all'uscita dai box,sembra che tu sia libero all'uscita dai box,looks like you're clear on the pit exit
\voice\push_now\pits_exit_traffic_behind,1.wav,"c'e' a macchina dietro, fai attenzione rientrando in pista","c'e' a macchina dietro, fai attenzione rientrando in pista","there's a car behind, take care rejoining"
\voice\push_now\pits_exit_traffic_behind,11.wav,"c'e' una macchina in avvicinamento, rimani dietro la linea bianca","c'e' una macchina in avvicinamento, rimani dietro la linea bianca","there's a car approaching, stay behind the white line"
\voice\push_now\pits_exit_traffic_behind,12.wav,"c'e' una macchina in avvicinamento, occhio agli specchi, rimani dietro la linea bianca","c'e' una macchina in avvicinamento, occhio agli specchi, rimani dietro la linea bianca","there's a car approaching, watch your mirrors, stay behind the white line"
\voice\push_now\pits_exit_traffic_behind,13.wav,"c'e' una macchina in avvicinamento, non attraversare la linea bianca","c'e' una macchina in avvicinamento, non attraversare la linea bianca","there's a car approaching, don't cross the white line"
\voice\push_now\pits_exit_traffic_behind,14.wav,"c'e' una macchina in avvicinamento, non attraversare la linea bianca, occhio agli specchi","c'e' una macchina in avvicinamento, non attraversare la linea bianca, occhio agli specchi","there's a car approaching, don't cross the white line, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,15.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,16.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,17.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,18.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,19.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,2.wav,"c'e' traffico dietro, tieni gli occhi aperti","c'e' traffico dietro, tieni gli occhi aperti","there's traffic behind, keep your wits about you"
\voice\push_now\pits_exit_traffic_behind,20.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,3.wav,"macchina in avvicinamento, occhio agli specchi","macchina in avvicinamento, occhio agli specchi","car approaching, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,4.wav,c'e' traffico dietro,c'e' traffico dietro,there's traffic behind
\voice\push_now\pits_exit_traffic_behind,5.wav,"occhio agli specchi, c'e' una macchina in avvicinamento","occhio agli specchi, c'e' una macchina in avvicinamento","watch your mirrors, there's a car approaching"
\voice\push_now\pits_exit_traffic_behind,6.wav,traffico in arrivo guarda gli specchietti,traffico in arrivo guarda gli specchietti,"there's traffic approaching, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,7.wav,"c'e' traffico dietro, occhio agli specchi","c'e' traffico dietro, occhio agli specchi","there's traffic behind, watch your mirrors"
\voice\push_now\pits_exit_traffic_behind,8.wav,"attenzione, c'e' una macchina in arrivo","attenzione, c'e' una macchina in arrivo","take care, there's a car approaching"
\voice\push_now\pits_exit_traffic_behind,9.wav,"c'e' traffico dietro, fai attenzione","c'e' traffico dietro, fai attenzione","there's traffic behind, take care"
\voice\push_now\push_to_get_second,1_prefix_come_on.wav,spingi adesso potremmo ottenere il secondo posto,spingi adesso potremmo ottenere il secondo posto,"push now, we might get second place"
\voice\push_now\push_to_get_second,2_prefix_come_on.wav,spingi spingi spingi potremmo essere secondi qui,spingi spingi spingi potremmo essere secondi qui,"push, push, push, we could be second here"
\voice\push_now\push_to_get_second,3_prefix_ok.wav,spingi possiamo ottenere il secondo posto qui,spingi possiamo ottenere il secondo posto qui,"push, we can get second place here"
\voice\push_now\push_to_get_third,1_prefix_come_on.wav,c'e' possibilita' di podio qui spingi spingi spingi,c'e' possibilita' di podio qui spingi spingi spingi,"there's a chance of a podium here, push, push, push"
\voice\push_now\push_to_get_third,2_prefix_come_on.wav,spingi piu' forte possiamo ottenere un podio qui,spingi piu' forte possiamo ottenere un podio qui,"push harder, we can get a podium here"
\voice\push_now\push_to_get_third,3_prefix_ok.wav,spingi potremmo ottenere il terzo qui,spingi potremmo ottenere il terzo qui,"push, we might get third here"
\voice\push_now\push_to_get_win,1_prefix_come_on.wav,"spingi spingi spingi, abbiamo una chance di vincere","spingi spingi spingi, abbiamo una chance di vincere","push, push, push, we're in with a chance of winning this"
\voice\push_now\push_to_get_win,2_prefix_ok.wav,spingi adesso potremmo vincere,spingi adesso potremmo vincere,"push now, we might win this"
\voice\push_now\push_to_get_win,3_prefix_ok.wav,spingi spingi spingi possiamo vincere,spingi spingi spingi possiamo vincere,"push, push, push, we can win this"
\voice\push_now\push_to_get_win,sweary_4_suffix_come_on.wav,spingi come un pazzo c'e' una vittoria in palio qui,spingi come un pazzo c'e' una vittoria in palio qui,"push like a bastard, there's a win to be had here"
\voice\push_now\push_to_hold_position,1_prefix_come_on.wav,devi spingere se vogliamo mantenere questa posizione,devi spingere se vogliamo mantenere questa posizione,you need to push if we're gonna hold this position
\voice\push_now\push_to_hold_position,2_suffix_come_on.wav,spingi spingi spingi o perderemo questa posizione,spingi spingi spingi o perderemo questa posizione,"push, push, push, or we'll lose this place"
\voice\push_now\push_to_hold_position,3_prefix_ok_male.wav,"spingi adesso, quello dietro sta recuperando","spingi adesso, quello dietro sta recuperando","push now, the guy behind is catching"
\voice\push_now\push_to_improve,1_op_prefix_come_on.wav,"spingi spingi spingi, riusciamo a raggiungere questa macchina","spingi spingi spingi, riusciamo a raggiungere questa macchina","push push push, we can catch this car"
\voice\push_now\push_to_improve,1_op_prefix_come_on_male.wav,spingi spingi spingi possiamo prendere questo,spingi spingi spingi possiamo prendere questo,"push, push, push, we can get this guy"
\voice\push_now\push_to_improve,2_op_prefix_ok.wav,spingi adesso possiamo recuperare qui,spingi adesso possiamo recuperare qui,"push now, we can catch up here"
\voice\push_now\push_to_improve,2_op_prefix_ok_male.wav,spingi adesso possiamo prendere questo,spingi adesso possiamo prendere questo,"push now, we can catch this guy"
\voice\push_now\push_to_improve,3_op_suffix_come_on.wav,"spingi spingi spingi, riusciamo a prendere questa posizione","spingi spingi spingi, riusciamo a prendere questa posizione","push push push, we can get this position"
\voice\push_now\push_to_improve,3_op_suffix_come_on_male.wav,spingi possiamo prendere questo,spingi possiamo prendere questo,"push, we can get this guy"
\voice\push_now\we_have,1_op_prefix_ok.wav,abbiamo,abbiamo,we've got
\voice\push_now\we_have,2.wav,abbiamo,abbiamo,we have
\voice\push_now\we_have,3_op_prefix_ok.wav,abbiamo,abbiamo,we've got
\voice\push_now\we_have,4.wav,abbiamo,abbiamo,we've got
\voice\race_time\fifteen_minutes_left,1_op_prefix_ok.wav,quindici minuti rimasti sono quindici minuti,quindici minuti rimasti sono quindici minuti,"15 minutes left, that's 15 minutes"
\voice\race_time\fifteen_minutes_left,2.wav,quindici minuti rimasti quindici minuti alla fine,quindici minuti rimasti quindici minuti alla fine,"15 minutes remaining, 15 minutes to go"
\voice\race_time\fifteen_minutes_left,3.wav,quindici minuti rimasti,quindici minuti rimasti,15 minutes left
\voice\race_time\five_minutes_left,1_op_prefix_ok.wav,cinque minuti alla fine cinque minuti rimasti,cinque minuti alla fine cinque minuti rimasti,"5 minutes to go, 5 minutes left"
\voice\race_time\five_minutes_left,2.wav,sono cinque minuti alla fine cinque minuti,sono cinque minuti alla fine cinque minuti,"that's 5 minutes to go, 5 minutes"
\voice\race_time\five_minutes_left,3.wav,cinque minuti rimasti cinque minuti,cinque minuti rimasti cinque minuti,"5 minutes remaining, 5 minutes left"
\voice\race_time\five_minutes_left_leading,1_op_prefix_come_on.wav,solo cinque minuti rimasti tieni i nervi saldi possiamo vincere,solo cinque minuti rimasti tieni i nervi saldi possiamo vincere,"just 5 minutes left, hold your nerve, we can win this"
\voice\race_time\five_minutes_left_leading,2.wav,cinque minuti rimasti possiamo vincere,cinque minuti rimasti possiamo vincere,"that's 5 minutes remaining, we can win this"
\voice\race_time\five_minutes_left_leading,3.wav,cinque minuti rimasti P1 dai portala a casa,cinque minuti rimasti P1 dai portala a casa,"that's 5 minutes remaining, P1, come on, bring it home"
\voice\race_time\five_minutes_left_leading,4.wav,cinque minuti rimasti portala a casa sei un grande,cinque minuti rimasti portala a casa sei un grande,"5 minutes remaining, bring it on home, you're the man"
\voice\race_time\five_minutes_left_leading,sweary_5.wav,cinque minuti rimasti dai tieni duro possiamo vincere,cinque minuti rimasti dai tieni duro possiamo vincere,"5 minutes left, come on, keep your shit together, we can win this"
\voice\race_time\five_minutes_left_podium,1_op_suffix_come_on.wav,cinque minuti alla fine dai tieni duro saremo sul podio qui,cinque minuti alla fine dai tieni duro saremo sul podio qui,"that's 5 minutes to go, come on, keep it together, we'll be on the podium here"
\voice\race_time\five_minutes_left_podium,2.wav,"5 minuti alla fine, sei in buona posizione per il podio","5 minuti alla fine, sei in buona posizione per il podio","5 minutes to go, you're looking good for a podium"
\voice\race_time\five_minutes_left_podium,3.wav,"5 minuti alla fine, ottimo, saremo sul podio se teniamo duro","5 minuti alla fine, ottimo, saremo sul podio se teniamo duro","5 minutes to go, this is good, we'll be on the podium if we can keep it together"
\voice\race_time\half_way,1.wav,sei a meta' strada,sei a meta' strada,you're half-way home
\voice\race_time\half_way,2.wav,e' meta' gara,e' meta' gara,that's half-way
\voice\race_time\half_way,3.wav,e' meta' gara,e' meta' gara,that's half-distance
\voice\race_time\half_way,op_prefix_ok_4.wav,siamo half-way home,siamo half-way home,we're half-way home
\voice\race_time\half_way,op_prefix_ok_5.wav,siamo a meta' gara,siamo a meta' gara,we're at the half-way point
\voice\race_time\half_way,op_prefix_ok_6.wav,siamo half-way through,siamo half-way through,we're half-way through
\voice\race_time\half_way,op_prefix_ok_7.wav,siamo half-way home,siamo half-way home,we're half-way home
\voice\race_time\half_way,op_prefix_ok_8.wav,meta' gara,meta' gara,half-distance
\voice\race_time\half_way,op_prefix_ok_9.wav,e' meta' gara,e' meta' gara,that's half-distance
\voice\race_time\laps_remaining,1.wav,giri left,giri left,laps left
\voice\race_time\laps_remaining,2.wav,giri al termine,giri al termine,laps to go
\voice\race_time\laps_remaining,3.wav,giri rimasti,giri rimasti,laps remaining
\voice\race_time\last_lap,1.wav,un altro giro,un altro giro,1 more lap to go
\voice\race_time\last_lap,3.wav,un altro giro,un altro giro,1 more lap to go
\voice\race_time\last_lap,4.wav,ultimo giro,ultimo giro,last lap
\voice\race_time\last_lap_leading,1.wav,"un altro giro per la vittoria, dai","un altro giro per la vittoria, dai","1 more lap for the win, come on"
\voice\race_time\last_lap_leading,2.wav,"un altro giro, rimani concentrato","un altro giro, rimani concentrato","1 more lap to go, stay focused"
\voice\race_time\last_lap_leading,3.wav,"1 more giro, p1","1 more giro, p1","1 more lap, you're P1"
\voice\race_time\last_lap_leading,4.wav,"un altro giro, tieni duro, vinceremo","un altro giro, tieni duro, vinceremo","1 more lap, keep it together, we'll win this"
\voice\race_time\last_lap_top_three,1.wav,"ultimo giro, sembra buono per un podio","ultimo giro, sembra buono per un podio","last lap, looking good for a podium"
\voice\race_time\last_lap_top_three,2.wav,"ultimo giro, portala a casa","ultimo giro, portala a casa","last lap, bring it on home"
\voice\race_time\last_lap_top_three,3.wav,ancora uno tieni duro saremo sul podio,ancora uno tieni duro saremo sul podio,"1 more to go, keep it together, we'll be on the podium"
\voice\race_time\less_than_one_minute,1.wav,meno di un minuto,meno di un minuto,less than a minute
\voice\race_time\less_than_one_minute,2.wav,meno di un minuto,meno di un minuto,less than 1 minute
\voice\race_time\less_than_one_minute,3.wav,meno di un minuto,meno di un minuto,less than a minute
\voice\race_time\one_minute_remaining,1.wav,un minuto rimasto,un minuto rimasto,1 minute remaining
\voice\race_time\one_minute_remaining,2.wav,un minuto rimasto un minuto,un minuto rimasto un minuto,"1 minute left, 1 minute"
\voice\race_time\one_minute_remaining,3.wav,un minuto rimasto,un minuto rimasto,1 minute left
\voice\race_time\one_more_lap_after_this_one,1.wav,ancora un giro dopo questo,ancora un giro dopo questo,1 more lap after this one
\voice\race_time\one_more_lap_after_this_one,2.wav,ancora uno dopo questo,ancora uno dopo questo,1 more to go after this
\voice\race_time\one_more_lap_after_this_one,3.wav,ancora uno dopo questo,ancora uno dopo questo,1 more remaining after this one
\voice\race_time\remaining,1.wav,rimasti,rimasti,remaining
\voice\race_time\remaining,2.wav,rimasti,rimasti,remaining
\voice\race_time\remaining,3.wav,alla fine,alla fine,to go
\voice\race_time\ten_minutes_left,1_op_prefix_ok.wav,dieci minuti alla fine sono dieci minuti rimasti,dieci minuti alla fine sono dieci minuti rimasti,"10 minutes to go, that's 10 minutes left"
\voice\race_time\ten_minutes_left,2.wav,dieci minuti rimasti dieci minuti,dieci minuti rimasti dieci minuti,"10 minutes remaining, 10 minutes"
\voice\race_time\ten_minutes_left,3.wav,"hai 10 minuti rimasti, 10 minuti alla fine","hai 10 minuti rimasti, 10 minuti alla fine","you got 10 minutes left, 10 minutes to go"
\voice\race_time\this_is_the_last_lap,1.wav,e' il tuo ultimo giro,e' il tuo ultimo giro,this is your last lap
\voice\race_time\this_is_the_last_lap,2.wav,e' l'ultimo giro,e' l'ultimo giro,this is the last lap
\voice\race_time\this_is_the_last_lap,3.wav,e' il tuo ultimo giro,e' il tuo ultimo giro,this is your last lap
\voice\race_time\twenty_minutes_left,1.wav,venti minuti alla fine venti minuti,venti minuti alla fine venti minuti,"that's 20 minutes to go, 20 minutes"
\voice\race_time\twenty_minutes_left,2.wav,"20 minuti rimasti, hai 20 minuti left","20 minuti rimasti, hai 20 minuti left","20 minutes remaining, you got 20 minutes left"
\voice\race_time\twenty_minutes_left,3.wav,venti minuti alla fine,venti minuti alla fine,that's 20 minutes to go
\voice\race_time\two_minutes_left,1.wav,due minuti alla fine due minuti,due minuti alla fine due minuti,"2 minutes to go, 2 minutes"
\voice\race_time\two_minutes_left,2.wav,solo due minuti rimasti due minuti alla fine,solo due minuti rimasti due minuti alla fine,"just 2 minutes left, 2 minutes to go"
\voice\race_time\two_minutes_left,3.wav,due minuti rimasti due minuti,due minuti rimasti due minuti,"that's 2 minutes left, 2 minutes"
\voice\race_time\zero_minutes_left,1.wav,bandiera a scacchi esposta,bandiera a scacchi esposta,checkered flag's out
\voice\race_time\zero_minutes_left,2.wav,bandiera a scacchi,bandiera a scacchi,checkered flag
\voice\race_time\zero_minutes_left,3.wav,bandiera a scacchi esposta,bandiera a scacchi esposta,checkered flag's out
\voice\radio_check\test,1.wav,controllo radio,controllo radio,radio check
\voice\radio_check\test,2.wav,controllo radio,controllo radio,radio check
\voice\rants\general,10.wav,"questo non fa bene al morale, ci stiamo sforzando al massimo, tanto valeva non farlo. Dobbiamo sederci e parlare seriamente quando torni ai box","questo non fa bene al morale, ci stiamo sforzando al massimo, tanto valeva non farlo. Dobbiamo sederci e parlare seriamente quando torni ai box","this really isn't good for morale, we've been busting our asses here, we might as well not have bothered. Look, we need to sit down, and talk properly when you get back to the pits"
\voice\rants\general,11.wav,e' stato uno di quei weekend dobbiamo fare le valigie andarcene ricominciare da zero la prossima volta capire cosa e' andato storto dobbiamo migliorare,e' stato uno di quei weekend dobbiamo fare le valigie andarcene ricominciare da zero la prossima volta capire cosa e' andato storto dobbiamo migliorare,"it's been one of them weekends. We need to just pack everything up, get away from here, start out fresh next time, work out what went wrong. We've gotta get better"
\voice\rants\general,12.wav,"bene, ce ne andiamo. Puoi raccogliere tutta questa roba da solo, ne abbiamo abbastanza","bene, ce ne andiamo. Puoi raccogliere tutta questa roba da solo, ne abbiamo abbastanza","right, we're out of here. You can pack all this shit up yourself, we've all had enough, mate"
\voice\rants\general,13.wav,"onestamente, questo e' l'ultimo weekend che ti guardo guidare cosi'. Se non migliora, mi compro la mia macchina da corsa","onestamente, questo e' l'ultimo weekend che ti guardo guidare cosi'. Se non migliora, mi compro la mia macchina da corsa","honestly mate, this is the last weekend we're gonna watch you drive like that. If it doesn't improve, I will buy my own fucking race car"
\voice\rants\general,14_male.wav,"sei stato un disastro per tutto il giorno, uno spettacolo orribile. Siamo tutti qui a chiederci perche' ci siamo preoccupati","sei stato un disastro per tutto il giorno, uno spettacolo orribile. Siamo tutti qui a chiederci perche' ci siamo preoccupati","you've been a shambles all day, man, total shit show. We're all sat here wondering why we bothered"
\voice\rants\general,15_male.wav,"tutto il weekend, inutile, completamente inutile. Stufo di vedere questa roba, siamo tutti stufi. E' come sprecare il nostro tempo","tutto il weekend, inutile, completamente inutile. Stufo di vedere questa roba, siamo tutti stufi. E' come sprecare il nostro tempo","all weekend, just useless, useless. Fucking tired of seeing this, man, we're all tired of seeing it. It's like, it's like just wasting our time"
\voice\rants\general,16_male.wav,weekend da incubo del cazzo incubo raccogliamo tutto e andiamo poi cercheremo di capire che diavolo e' successo,weekend da incubo del cazzo incubo raccogliamo tutto e andiamo poi cercheremo di capire che diavolo e' successo,"fucking nightmare weekend, man, nightmare. We'll clear up and clear out, then we'll try and work out what the hell's just happened"
\voice\rants\general,17.wav,coglione,coglione,Dick
\voice\rants\general,18.wav,completamente inutile,completamente inutile,fucking useless
\voice\rants\general,19.wav,ho fatto guidate migliori con il culo,ho fatto guidate migliori con il culo,I've shat better drives than that
\voice\rants\general,1_male.wav,"abbiamo lavorato tutta la notte su questa macchina e questo e' il meglio che puoi fare? Non sprechiamo i nostri weekend per vederti rovinare tutto, svegliati","abbiamo lavorato tutta la notte su questa macchina e questo e' il meglio che puoi fare? Non sprechiamo i nostri weekend per vederti rovinare tutto, svegliati","we were up all night prepping this fucking car, and this is the best you can do? We're not pissing our weekends away to watch you fuck it all up, get your head out of your ass, man"
\voice\rants\general,2.wav,"stiamo lavorando tutti duramente qui, devi iniziare a dare risultati. La macchina e' veloce e solida, devi rimetterti in sesto","stiamo lavorando tutti duramente qui, devi iniziare a dare risultati. La macchina e' veloce e solida, devi rimetterti in sesto","we're all working our asses off here, you got to start delivering. The car's quick and it's solid, and you've got to get your shit together"
\voice\rants\general,20.wav,stai lontano dal team sono pronti a staccarti le braccia,stai lontano dal team sono pronti a staccarti le braccia,"stay away from the crew, they're ready to pull your arms off"
\voice\rants\general,21.wav,non voglio piu' lavorare con te vaffanculo,non voglio piu' lavorare con te vaffanculo,I don't wanna work with you anymore. Fuck off
\voice\rants\general,22.wav,sei senza speranza assolutamente fottutamente senza speranza,sei senza speranza assolutamente fottutamente senza speranza,"You're just hopeless, just absolutely fucking hopeless"
\voice\rants\general,23.wav,ok riportala indietro se pensi di riuscire a tornare ai box senza mandare a puttane anche quello,ok riportala indietro se pensi di riuscire a tornare ai box senza mandare a puttane anche quello,"Right, bring it back. If you think can get back to the pits without fucking that up"
\voice\rants\general,24.wav,onestamente ho visto prestazioni migliori uscire dal mio culo,onestamente ho visto prestazioni migliori uscire dal mio culo,"Honestly, I've seen better performances fall out of my arse"
\voice\rants\general,25.wav,assolutamente terribile,assolutamente terribile,Absolutely bloody terrible
\voice\rants\general,26.wav,che cazzo era quello sei una merda,che cazzo era quello sei una merda,The fuck was all that? You're just fucking shit
\voice\rants\general,27.wav,quello era merda,quello era merda,That was... shit
\voice\rants\general,28.wav,deficiente del cazzo,deficiente del cazzo,You fucking berk
\voice\rants\general,29.wav,ho cagato prestazioni migliori di quella,ho cagato prestazioni migliori di quella,I've shat better performances than that
\voice\rants\general,3.wav,"bene, eccoci qui, un altro weekend buttato. Potresti essere contento di buttare i tuoi soldi, ma abbiamo una macchina forte e un team competitivo, e vogliamo risultati per il nostro duro lavoro","bene, eccoci qui, un altro weekend buttato. Potresti essere contento di buttare i tuoi soldi, ma abbiamo una macchina forte e un team competitivo, e vogliamo risultati per il nostro duro lavoro","great, well, there we are, another weekend down the toilet. You might be content to throw your money away, just making up the numbers, but we've got a strong car and a competitive crew here, and we want some results for our hard work"
\voice\rants\general,30.wav,penso sia la peggiore guida che tu abbia mai fatto spero tu sia orgoglioso,penso sia la peggiore guida che tu abbia mai fatto spero tu sia orgoglioso,"I think that's the worst you've ever driven, I hope you're proud of yourself"
\voice\rants\general,4_male.wav,"ottimo, siamo tutti entusiasti che tu sia rimasto sveglio mezza notte a ubriacarti mentre lavoravamo sulla macchina, solo per vederti rovinare tutto con un postumi, ben fatto","ottimo, siamo tutti entusiasti che tu sia rimasto sveglio mezza notte a ubriacarti mentre lavoravamo sulla macchina, solo per vederti rovinare tutto con un postumi, ben fatto","well that went well, we're all properly thrilled that you stayed up half the night getting hammered while we worked on the car, just so we could watch you screw it all up in a hungover haze, well done, man"
\voice\rants\general,5.wav,"questo non basta, neanche lontanamente. Comincio a chiedermi perche' ci stiamo sforzando. Ci sono piloti che finiscono davanti a noi con meta' del budget e macchine che a malapena funzionano. Sei tu il punto debole.","questo non basta, neanche lontanamente. Comincio a chiedermi perche' ci stiamo sforzando. Ci sono piloti che finiscono davanti a noi con meta' del budget e macchine che a malapena funzionano. Sei tu il punto debole.","right this, this isn't good enough, not by a long shot. I'm starting to wonder why we're bothering here. There's guys finishing way ahead of us who've got half the budget and cars that barely work. You're the weak link."
\voice\rants\general,6.wav,"e' imbarazzante. Hai un solo compito. Arrancare in fondo puo' farti ridere, ma ne siamo completamente stufi. Potremmo fare cose migliori nei nostri weekend","e' imbarazzante. Hai un solo compito. Arrancare in fondo puo' farti ridere, ma ne siamo completamente stufi. Potremmo fare cose migliori nei nostri weekend","this is embarrassing. You've got one job to do, one job. Fumbling around at the back might be a laugh for you, but we are absolutely sick of it. We've got better things we could be doing with our weekends"
\voice\rants\general,7.wav,"completamente inutile, una buona macchina, un buon team e un pilota di merda. Smettila di giocare e fai uno sforzo vero","completamente inutile, una buona macchina, un buon team e un pilota di merda. Smettila di giocare e fai uno sforzo vero","fucking useless, just fucking useless. Good car, good team, shit driver. Stop playing racing car and actually make a fucking effort"
\voice\rants\general,8_male.wav,stai lontano dal team quando torni ai box sono tutti incazzati neri anch'io e' stata una merda davvero una merda weekend sprecato,stai lontano dal team quando torni ai box sono tutti incazzati neri anch'io e' stata una merda davvero una merda weekend sprecato,"stay away from the crew when you get back to the pits. They're all really fucking pissed off. I am, too. I mean, it was shit man, really shit, waste of a weekend"
\voice\rants\general,9.wav,cosa che cazzo e' successo come hai fatto a mandare tutto a puttane cosi',cosa che cazzo e' successo come hai fatto a mandare tutto a puttane cosi',"what, what the fuck just happened? How'd you manage to fuck it up so badly"
\voice\spotter\car_inside,1.wav,macchina bassa,macchina bassa,car low
\voice\spotter\car_inside,2.wav,macchina bassa,macchina bassa,car low
\voice\spotter\car_inside,3.wav,macchina bassa,macchina bassa,car low
\voice\spotter\car_inside,4.wav,all'interno,all'interno,inside
\voice\spotter\car_inside,5.wav,macchina inside,macchina inside,car inside
\voice\spotter\car_inside,6.wav,all'interno,all'interno,inside
\voice\spotter\car_inside,7.wav,macchina in basso,macchina in basso,car down low
\voice\spotter\car_inside,8.wav,macchina in basso,macchina in basso,got a car low
\voice\spotter\car_inside,9.wav,macchina inside,macchina inside,car inside
\voice\spotter\car_left,1.wav,macchina a sinistra,macchina a sinistra,car left
\voice\spotter\car_left,2.wav,macchina a sinistra,macchina a sinistra,car left
\voice\spotter\car_left,3.wav,macchina a sinistra,macchina a sinistra,car left
\voice\spotter\car_left,4.wav,macchina a sinistra,macchina a sinistra,car left
\voice\spotter\car_left,5.wav,lato sinistro,lato sinistro,left side
\voice\spotter\car_left,6.wav,lato sinistro,lato sinistro,left side
\voice\spotter\car_left,7.wav,alla tua sinistra,alla tua sinistra,on your left
\voice\spotter\car_left,8.wav,lato sinistro,lato sinistro,left side
\voice\spotter\car_outside,1.wav,macchina alta,macchina alta,car high
\voice\spotter\car_outside,2.wav,macchina all'esterno,macchina all'esterno,got a car outside
\voice\spotter\car_outside,3.wav,macchina outside,macchina outside,car outside
\voice\spotter\car_outside,4.wav,all'esterno,all'esterno,outside
\voice\spotter\car_outside,5.wav,macchina outside,macchina outside,car outside
\voice\spotter\car_outside,6.wav,macchina in alto,macchina in alto,got a car high
\voice\spotter\car_outside,7.wav,macchina alta,macchina alta,car high
\voice\spotter\car_right,1.wav,macchina a destra,macchina a destra,car right
\voice\spotter\car_right,2.wav,macchina a destra,macchina a destra,car right
\voice\spotter\car_right,3.wav,macchina a destra,macchina a destra,car right
\voice\spotter\car_right,4.wav,macchina a destra,macchina a destra,car right
\voice\spotter\car_right,5.wav,alla tua destra,alla tua destra,on your right
\voice\spotter\car_right,6.wav,lato destro,lato destro,right side
\voice\spotter\car_right,7.wav,macchina a destra,macchina a destra,car right
\voice\spotter\car_right,8.wav,alla tua destra,alla tua destra,on your right
\voice\spotter\clear,1.wav,libero,libero,clear
\voice\spotter\clear,10.wav,"ok, all clear","ok, all clear","okay, all clear"
\voice\spotter\clear,11.wav,tutto libero,tutto libero,all clear
\voice\spotter\clear,2.wav,sei libero,sei libero,you're clear
\voice\spotter\clear,3.wav,libero,libero,clear
\voice\spotter\clear,4.wav,tutto libero,tutto libero,all clear
\voice\spotter\clear,5.wav,libero,libero,clear
\voice\spotter\clear,6.wav,libero,libero,clear
\voice\spotter\clear,7.wav,"ok, clear","ok, clear","okay, you're clear"
\voice\spotter\clear,8.wav,sei libero,sei libero,you're clear
\voice\spotter\clear,9.wav,libero,libero,clear
\voice\spotter\clear_all_round,1.wav,libero tutto intorno,libero tutto intorno,clear all around
\voice\spotter\clear_all_round,2.wav,libero tutto intorno,libero tutto intorno,clear all around
\voice\spotter\clear_all_round,3.wav,libero tutto intorno,libero tutto intorno,clear all around
\voice\spotter\clear_inside,1.wav,libero all'interno,libero all'interno,clear inside
\voice\spotter\clear_inside,2.wav,libero all'interno,libero all'interno,clear inside
\voice\spotter\clear_inside,3.wav,interno libero,interno libero,inside's clear
\voice\spotter\clear_inside,4.wav,clear bassa,clear bassa,clear low
\voice\spotter\clear_inside,5.wav,clear bassa,clear bassa,clear low
\voice\spotter\clear_inside,6.wav,clear bassa,clear bassa,clear low
\voice\spotter\clear_inside,7.wav,libero all'interno,libero all'interno,clear inside
\voice\spotter\clear_left,1.wav,libero a sinistra,libero a sinistra,clear left
\voice\spotter\clear_left,2.wav,libero a sinistra,libero a sinistra,clear left
\voice\spotter\clear_left,3.wav,libero a sinistra,libero a sinistra,clear left
\voice\spotter\clear_left,4.wav,libero a sinistra,libero a sinistra,clear left
\voice\spotter\clear_left,5.wav,libero a sinistra,libero a sinistra,clear left
\voice\spotter\clear_outside,1.wav,clear alta,clear alta,clear high
\voice\spotter\clear_outside,2.wav,clear alta,clear alta,clear high
\voice\spotter\clear_outside,3.wav,clear alta,clear alta,you're clear high
\voice\spotter\clear_outside,4.wav,libero all'esterno,libero all'esterno,clear outside
\voice\spotter\clear_outside,5.wav,libero all'esterno,libero all'esterno,clear outside
\voice\spotter\clear_outside,6.wav,sei libero all'esterno,sei libero all'esterno,you're clear outside
\voice\spotter\clear_outside,7.wav,clear alta,clear alta,clear high
\voice\spotter\clear_right,1.wav,libero a destra,libero a destra,clear right
\voice\spotter\clear_right,2.wav,libero a destra,libero a destra,clear right
